# The delisting register. Forms 25 and 25-NSE are DELISTINGS;
# every 15* form is DEREGISTRATION and is never summed with them.
# A Form 15 can be filed by a company that was never listed.
# quarters read: 15, (2023, 1) to (2026, 3)
# delisting filings: 7399; distinct delisted issuers: 2781; deregistration filings: 2544
form	cik	company	date_filed	path
25-NSE	1143362	NYSE ARCA, INC.	2023-11-27	edgar/data/1143362/0001143362-23-000516.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-11-27	edgar/data/1354457/0001354457-23-000890.txt
25-NSE	1556748	Aon Corp	2023-11-27	edgar/data/1556748/0000876661-23-000894.txt
25-NSE	1817218	ConvexityShares Trust	2023-11-27	edgar/data/1817218/0001143362-23-000516.txt
25-NSE	1915403	SatixFy Communications Ltd.	2023-11-27	edgar/data/1915403/0001143313-23-000177.txt
25-NSE	315293	Aon plc	2023-11-27	edgar/data/315293/0000876661-23-000893.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-11-27	edgar/data/876661/0000876661-23-000893.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-11-27	edgar/data/876661/0000876661-23-000894.txt
15-15D	1810070	Honda Auto Receivables 2020-2 Owner Trust	2023-11-28	edgar/data/1810070/0001104659-23-121600.txt
25-NSE	1063344	HERSHA HOSPITALITY TRUST	2023-11-28	edgar/data/1063344/0000876661-23-000901.txt
25-NSE	1143362	NYSE ARCA, INC.	2023-11-28	edgar/data/1143362/0001143362-23-000520.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-11-28	edgar/data/1354457/0001354457-23-000892.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-11-28	edgar/data/1354457/0001354457-23-000893.txt
25-NSE	1431852	Osisko Development Corp.	2023-11-28	edgar/data/1431852/0001354457-23-000893.txt
25-NSE	1683471	Listed Funds Trust	2023-11-28	edgar/data/1683471/0001143362-23-000520.txt
25-NSE	1838337	Apollo Strategic Growth Capital II	2023-11-28	edgar/data/1838337/0000876661-23-000897.txt
25-NSE	1873875	Incannex Healthcare Ltd	2023-11-28	edgar/data/1873875/0001354457-23-000892.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-11-28	edgar/data/876661/0000876661-23-000897.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-11-28	edgar/data/876661/0000876661-23-000901.txt
15-12G	1873875	Incannex Healthcare Ltd	2023-11-29	edgar/data/1873875/0001213900-23-091028.txt
25-NSE	1143313	NYSE AMERICAN LLC	2023-11-29	edgar/data/1143313/0001143313-23-000179.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-11-29	edgar/data/1354457/0001354457-23-000896.txt
25-NSE	1504167	Timber Pharmaceuticals, Inc.	2023-11-29	edgar/data/1504167/0001143313-23-000179.txt
25-NSE	1839530	XBP Europe Holdings, Inc.	2023-11-29	edgar/data/1839530/0001354457-23-000896.txt
15-12G	1069308	Acer Therapeutics Inc.	2023-11-30	edgar/data/1069308/0001193125-23-285670.txt
25-NSE	1102112	PACWEST BANCORP	2023-11-30	edgar/data/1102112/0001354457-23-000900.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-11-30	edgar/data/1354457/0001354457-23-000899.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-11-30	edgar/data/1354457/0001354457-23-000900.txt
25-NSE	1599489	Veritiv Corp	2023-11-30	edgar/data/1599489/0000876661-23-000909.txt
25-NSE	1848323	Live Oak Crestview Climate Acquisition Corp.	2023-11-30	edgar/data/1848323/0000876661-23-000905.txt
25-NSE	1873280	Strategic Trust	2023-11-30	edgar/data/1873280/0001354457-23-000899.txt
25-NSE	310764	STRYKER CORP	2023-11-30	edgar/data/310764/0000876661-23-000907.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-11-30	edgar/data/876661/0000876661-23-000905.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-11-30	edgar/data/876661/0000876661-23-000907.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-11-30	edgar/data/876661/0000876661-23-000909.txt
15-12G	1435181	Pharmagreen Biotech Inc.	2023-12-01	edgar/data/1435181/0001477932-23-008885.txt
15-12G	1794621	Quanergy Systems, Inc.	2023-12-01	edgar/data/1794621/0001193125-23-287452.txt
15-12G	1869141	Athena Consumer Acquisition Corp.	2023-12-01	edgar/data/1869141/0001213900-23-091794.txt
15-15D	1854846	GM Financial Automobile Leasing Trust 2021-2	2023-12-01	edgar/data/1854846/0001213900-23-091700.txt
25-NSE	1111711	NISOURCE INC.	2023-12-01	edgar/data/1111711/0000876661-23-000917.txt
25-NSE	1282977	GREENHILL & CO INC	2023-12-01	edgar/data/1282977/0000876661-23-000913.txt
25-NSE	1283140	HOLLY ENERGY PARTNERS LP	2023-12-01	edgar/data/1283140/0000876661-23-000915.txt
25-NSE	1333141	Fresenius Medical Care AG	2023-12-01	edgar/data/1333141/0000876661-23-000926.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-01	edgar/data/1354457/0001354457-23-000901.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-01	edgar/data/1354457/0001354457-23-000904.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-01	edgar/data/1354457/0001354457-23-000905.txt
25-NSE	1610682	USD Partners LP	2023-12-01	edgar/data/1610682/0000876661-23-000923.txt
25-NSE	1682811	INVESCO HIGH INCOME 2023 TARGET TERM FUND	2023-12-01	edgar/data/1682811/0000876661-23-000920.txt
25-NSE	1731805	HUT 8 MINING CORP.	2023-12-01	edgar/data/1731805/0001354457-23-000904.txt
25-NSE	1753217	Nuveen Corporate Income 2023 Target Term Fund	2023-12-01	edgar/data/1753217/0000876661-23-000921.txt
25-NSE	1869824	Seaport Global Acquisition II Corp.	2023-12-01	edgar/data/1869824/0001354457-23-000905.txt
25-NSE	832090	PARTNERS BANCORP	2023-12-01	edgar/data/832090/0001354457-23-000901.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-01	edgar/data/876661/0000876661-23-000913.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-01	edgar/data/876661/0000876661-23-000915.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-01	edgar/data/876661/0000876661-23-000917.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-01	edgar/data/876661/0000876661-23-000920.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-01	edgar/data/876661/0000876661-23-000921.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-01	edgar/data/876661/0000876661-23-000923.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-01	edgar/data/876661/0000876661-23-000926.txt
15-12G	1124610	VMWARE LLC	2023-12-04	edgar/data/1124610/0001193125-23-288389.txt
15-12G	1821329	CC Neuberger Principal Holdings III	2023-12-04	edgar/data/1821329/0001104659-23-123224.txt
15-12G	1886268	SHUAA Partners Acquisition Corp I	2023-12-04	edgar/data/1886268/0001493152-23-043545.txt
15-15D	1837824	Sprott ESG Gold ETF	2023-12-04	edgar/data/1837824/0000919574-23-006617.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-04	edgar/data/1354457/0001354457-23-000906.txt
25-NSE	1824153	Leo Holdings Corp. II	2023-12-04	edgar/data/1824153/0000876661-23-000936.txt
25-NSE	1828250	Churchill Capital Corp VI	2023-12-04	edgar/data/1828250/0000876661-23-000940.txt
25-NSE	1845013	Healthwell Acquisition Corp. I	2023-12-04	edgar/data/1845013/0001354457-23-000906.txt
25-NSE	1853070	PROOF Acquisition Corp I	2023-12-04	edgar/data/1853070/0000876661-23-000938.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-04	edgar/data/876661/0000876661-23-000936.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-04	edgar/data/876661/0000876661-23-000938.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-04	edgar/data/876661/0000876661-23-000940.txt
15-12G	1807707	AppHarvest, Inc.	2023-12-05	edgar/data/1807707/0001807707-23-000163.txt
15-12G	1857518	Jaguar Global Growth Corp I	2023-12-05	edgar/data/1857518/0001193125-23-288625.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-06	edgar/data/1354457/0001354457-23-000909.txt
25-NSE	1465885	Western Asset Mortgage Capital Corp	2023-12-06	edgar/data/1465885/0000876661-23-000946.txt
25-NSE	1492074	Abcam plc	2023-12-06	edgar/data/1492074/0001354457-23-000909.txt
25-NSE	1885444	KnightSwan Acquisition Corp	2023-12-06	edgar/data/1885444/0000876661-23-000943.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-06	edgar/data/876661/0000876661-23-000943.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-06	edgar/data/876661/0000876661-23-000946.txt
15-12G	1068875	AVANTAX, INC.	2023-12-07	edgar/data/1068875/0001839882-23-033073.txt
15-12G	1108967	Orbital Infrastructure Group, Inc.	2023-12-07	edgar/data/1108967/0001437749-23-033807.txt
15-12G	1108967	Orbital Infrastructure Group, Inc.	2023-12-07	edgar/data/1108967/0001437749-23-033808.txt
15-12G	73088	NORTHWESTERN CORP	2023-12-07	edgar/data/73088/0001628280-23-041057.txt
15-15D	1787489	World Omni Select Auto Trust 2019-A	2023-12-07	edgar/data/1787489/0001104659-23-124119.txt
15F-12B	1861233	illumin Holdings Inc.	2023-12-07	edgar/data/1861233/0001171843-23-007495.txt
25-NSE	1054721	BSQUARE CORP /WA	2023-12-07	edgar/data/1054721/0001354457-23-000919.txt
25-NSE	1143362	NYSE ARCA, INC.	2023-12-07	edgar/data/1143362/0001143362-23-000530.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-07	edgar/data/1354457/0001354457-23-000913.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-07	edgar/data/1354457/0001354457-23-000914.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-07	edgar/data/1354457/0001354457-23-000916.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-07	edgar/data/1354457/0001354457-23-000917.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-07	edgar/data/1354457/0001354457-23-000918.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-07	edgar/data/1354457/0001354457-23-000919.txt
25-NSE	1540305	ETF Series Solutions	2023-12-07	edgar/data/1540305/0001143362-23-000530.txt
25-NSE	1740594	Arco Platform Ltd.	2023-12-07	edgar/data/1740594/0001354457-23-000913.txt
25-NSE	1825249	CF ACQUISITION CORP. IV	2023-12-07	edgar/data/1825249/0001354457-23-000918.txt
25-NSE	1834336	Finserv Acquisition Corp. II	2023-12-07	edgar/data/1834336/0001354457-23-000916.txt
25-NSE	1848898	African Agriculture Holdings Inc.	2023-12-07	edgar/data/1848898/0001354457-23-000914.txt
25-NSE	1875257	LIV Capital Acquisition Corp. II	2023-12-07	edgar/data/1875257/0001354457-23-000917.txt
15-12G	1021435	hopTo Inc.	2023-12-08	edgar/data/1021435/0001493152-23-044285.txt
15-12G	1063344	HERSHA HOSPITALITY TRUST	2023-12-08	edgar/data/1063344/0001140361-23-056967.txt
15-12G	1838337	Apollo Strategic Growth Capital II	2023-12-08	edgar/data/1838337/0000950142-23-002927.txt
15-12G	1851230	Crescera Capital Acquisition Corp.	2023-12-08	edgar/data/1851230/0000950103-23-017338.txt
15F-12B	1123658	CHINA PETROLEUM & CHEMICAL CORP	2023-12-08	edgar/data/1123658/0001104659-23-124641.txt
25	1038773	SMARTFINANCIAL INC.	2023-12-08	edgar/data/1038773/0001104659-23-124725.txt
25-NSE	1143362	NYSE ARCA, INC.	2023-12-08	edgar/data/1143362/0001143362-23-000532.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-08	edgar/data/1354457/0001354457-23-000921.txt
25-NSE	1873280	Strategic Trust	2023-12-08	edgar/data/1873280/0001143362-23-000532.txt
25-NSE	1931691	Mobiv Acquisition Corp	2023-12-08	edgar/data/1931691/0001354457-23-000921.txt
15-12G	1102112	PACWEST BANCORP	2023-12-11	edgar/data/1102112/0001140361-23-057048.txt
15-12G	1282977	GREENHILL & CO INC	2023-12-11	edgar/data/1282977/0000950142-23-002936.txt
15-12G	1283140	HOLLY ENERGY PARTNERS LP	2023-12-11	edgar/data/1283140/0001193125-23-292022.txt
15-12G	1599489	Veritiv Corp	2023-12-11	edgar/data/1599489/0001104659-23-125005.txt
15-12G	1610682	USD Partners LP	2023-12-11	edgar/data/1610682/0001193125-23-292705.txt
15-12G	1731805	HUT 8 MINING CORP.	2023-12-11	edgar/data/1731805/0001104659-23-124973.txt
15-12G	1848323	Live Oak Crestview Climate Acquisition Corp.	2023-12-11	edgar/data/1848323/0001193125-23-292261.txt
15-12G	1869824	Seaport Global Acquisition II Corp.	2023-12-11	edgar/data/1869824/0001104659-23-124986.txt
15-12G	832090	PARTNERS BANCORP	2023-12-11	edgar/data/832090/0000943374-23-000479.txt
25	1075706	CITIZENS HOLDING CO /MS/	2023-12-11	edgar/data/1075706/0001753926-23-001574.txt
25-NSE	1100663	iSHARES TRUST	2023-12-11	edgar/data/1100663/0001417835-23-000126.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-11	edgar/data/1354457/0001354457-23-000923.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-11	edgar/data/1354457/0001354457-23-000924.txt
25-NSE	1417835	Cboe BZX Exchange, Inc.	2023-12-11	edgar/data/1417835/0001417835-23-000126.txt
25-NSE	1815753	Thunder Bridge Capital Partners III Inc.	2023-12-11	edgar/data/1815753/0001354457-23-000923.txt
25-NSE	1841873	Khosla Ventures Acquisition Co.	2023-12-11	edgar/data/1841873/0001354457-23-000924.txt
25-NSE	312069	BARCLAYS PLC	2023-12-11	edgar/data/312069/0000876661-23-000949.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-11	edgar/data/876661/0000876661-23-000949.txt
15-15D	1773056	CNH Equipment Trust 2019-B	2023-12-12	edgar/data/1773056/0001104659-23-125310.txt
15-15D	1787912	CNH Equipment Trust 2019-C	2023-12-12	edgar/data/1787912/0001104659-23-125312.txt
15-15D	1817218	ConvexityShares Trust	2023-12-12	edgar/data/1817218/0001213900-23-094963.txt
25	1853070	Volato Group, Inc.	2023-12-12	edgar/data/1853070/0001140361-23-057206.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-12	edgar/data/1354457/0001354457-23-000930.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-12	edgar/data/1354457/0001354457-23-000931.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-12	edgar/data/1354457/0001354457-23-000932.txt
25-NSE	1415995	IndexIQ ETF Trust	2023-12-12	edgar/data/1415995/0001354457-23-000930.txt
25-NSE	1415995	IndexIQ ETF Trust	2023-12-12	edgar/data/1415995/0001354457-23-000931.txt
25-NSE	1847351	Beard Energy Transition Acquisition Corp.	2023-12-12	edgar/data/1847351/0000876661-23-000952.txt
25-NSE	1848020	Black Mountain Acquisition Corp.	2023-12-12	edgar/data/1848020/0000876661-23-000954.txt
25-NSE	1922858	EF Hutton Acquisition Corp I	2023-12-12	edgar/data/1922858/0001354457-23-000932.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-12	edgar/data/876661/0000876661-23-000952.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-12	edgar/data/876661/0000876661-23-000954.txt
15-12G	1300524	AMERICAN INTERNATIONAL HOLDINGS CORP.	2023-12-13	edgar/data/1300524/0001493152-23-044625.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-13	edgar/data/1354457/0001354457-23-000933.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-13	edgar/data/1354457/0001354457-23-000936.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-13	edgar/data/1354457/0001354457-23-000937.txt
25-NSE	1527096	Miromatrix Medical Inc.	2023-12-13	edgar/data/1527096/0001354457-23-000933.txt
25-NSE	1683471	Listed Funds Trust	2023-12-13	edgar/data/1683471/0001354457-23-000937.txt
25-NSE	1770141	UpHealth, Inc.	2023-12-13	edgar/data/1770141/0000876661-23-000962.txt
25-NSE	1839175	M3-Brigade Acquisition II Corp.	2023-12-13	edgar/data/1839175/0000876661-23-000958.txt
25-NSE	1839608	Getaround, Inc	2023-12-13	edgar/data/1839608/0000876661-23-000956.txt
25-NSE	1840161	Forest Road Acquisition Corp. II	2023-12-13	edgar/data/1840161/0000876661-23-000965.txt
25-NSE	1862935	InFinT Acquisition Corp	2023-12-13	edgar/data/1862935/0000876661-23-000960.txt
25-NSE	23111	COMPUTER TASK GROUP INC	2023-12-13	edgar/data/23111/0001354457-23-000936.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-13	edgar/data/876661/0000876661-23-000956.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-13	edgar/data/876661/0000876661-23-000958.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-13	edgar/data/876661/0000876661-23-000960.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-13	edgar/data/876661/0000876661-23-000962.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-13	edgar/data/876661/0000876661-23-000965.txt
15-12G	1828250	Churchill Capital Corp VI	2023-12-14	edgar/data/1828250/0000950142-23-002960.txt
25-NSE	1060736	Seagen Inc.	2023-12-14	edgar/data/1060736/0001354457-23-000938.txt
25-NSE	1143362	NYSE ARCA, INC.	2023-12-14	edgar/data/1143362/0001143362-23-000539.txt
25-NSE	1209028	Arlington Asset Investment Corp.	2023-12-14	edgar/data/1209028/0000876661-23-000970.txt
25-NSE	1333172	Navios Maritime Holdings Inc.	2023-12-14	edgar/data/1333172/0000876661-23-000972.txt
25-NSE	1333172	Navios Maritime Holdings Inc.	2023-12-14	edgar/data/1333172/0000876661-23-000975.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-14	edgar/data/1354457/0001354457-23-000938.txt
25-NSE	1683471	Listed Funds Trust	2023-12-14	edgar/data/1683471/0001143362-23-000539.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-14	edgar/data/876661/0000876661-23-000970.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-14	edgar/data/876661/0000876661-23-000972.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-14	edgar/data/876661/0000876661-23-000975.txt
15-12G	1824153	Leo Holdings Corp. II	2023-12-15	edgar/data/1824153/0001193125-23-296192.txt
25-NSE	1057083	PC TEL INC	2023-12-15	edgar/data/1057083/0001354457-23-000949.txt
25-NSE	1143362	NYSE ARCA, INC.	2023-12-15	edgar/data/1143362/0001143362-23-000541.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-15	edgar/data/1354457/0001354457-23-000940.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-15	edgar/data/1354457/0001354457-23-000943.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-15	edgar/data/1354457/0001354457-23-000944.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-15	edgar/data/1354457/0001354457-23-000945.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-15	edgar/data/1354457/0001354457-23-000946.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-15	edgar/data/1354457/0001354457-23-000947.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-15	edgar/data/1354457/0001354457-23-000948.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-15	edgar/data/1354457/0001354457-23-000949.txt
25-NSE	1485894	J.P. Morgan Exchange-Traded Fund Trust	2023-12-15	edgar/data/1485894/0001354457-23-000943.txt
25-NSE	1485894	J.P. Morgan Exchange-Traded Fund Trust	2023-12-15	edgar/data/1485894/0001354457-23-000944.txt
25-NSE	1618627	RBB Fund Trust	2023-12-15	edgar/data/1618627/0001143362-23-000541.txt
25-NSE	1657201	Invesco Exchange-Traded Self-Indexed Fund Trust	2023-12-15	edgar/data/1657201/0001354457-23-000945.txt
25-NSE	1657201	Invesco Exchange-Traded Self-Indexed Fund Trust	2023-12-15	edgar/data/1657201/0001354457-23-000946.txt
25-NSE	1657201	Invesco Exchange-Traded Self-Indexed Fund Trust	2023-12-15	edgar/data/1657201/0001354457-23-000947.txt
25-NSE	1826011	7GC & Co. Holdings Inc.	2023-12-15	edgar/data/1826011/0001354457-23-000940.txt
25-NSE	1858912	Gardiner Healthcare Acquisitions Corp.	2023-12-15	edgar/data/1858912/0001354457-23-000948.txt
15-12G	1054721	BSQUARE CORP /WA	2023-12-18	edgar/data/1054721/0001140361-23-058038.txt
15-12G	1492074	Abcam plc	2023-12-18	edgar/data/1492074/0001193125-23-297641.txt
15-12G	1740594	Arco Platform Ltd.	2023-12-18	edgar/data/1740594/0001104659-23-126919.txt
15-12G	1825249	CF ACQUISITION CORP. IV	2023-12-18	edgar/data/1825249/0001213900-23-096495.txt
15-12G	1834336	Finserv Acquisition Corp. II	2023-12-18	edgar/data/1834336/0001213900-23-096283.txt
15-12G	1845013	Healthwell Acquisition Corp. I	2023-12-18	edgar/data/1845013/0001213900-23-096564.txt
15-12G	1885444	KnightSwan Acquisition Corp	2023-12-18	edgar/data/1885444/0000950142-23-003007.txt
15-15D	1785510	Drive Auto Receivables Trust 2019-4	2023-12-18	edgar/data/1785510/0001193125-23-297079.txt
15-15D	1788503	CarMax Auto Owner Trust 2019-4	2023-12-18	edgar/data/1788503/0001788503-23-000059.txt
25	1708441	Mynd.ai, Inc.	2023-12-18	edgar/data/1708441/0001104659-23-126889.txt
25	764038	SouthState Corp	2023-12-18	edgar/data/764038/0001104659-23-126865.txt
25-NSE	1253176	VAPOTHERM INC	2023-12-18	edgar/data/1253176/0000876661-23-000999.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-18	edgar/data/1354457/0001354457-23-000952.txt
25-NSE	1551040	Virtus Stone Harbor Emerging Markets Total Income Fund	2023-12-18	edgar/data/1551040/0000876661-23-000996.txt
25-NSE	1807192	Chindata Group Holdings Ltd	2023-12-18	edgar/data/1807192/0001354457-23-000952.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-18	edgar/data/876661/0000876661-23-000996.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-18	edgar/data/876661/0000876661-23-000999.txt
15-12G	1860663	Monterey Innovation Acquisition Corp	2023-12-19	edgar/data/1860663/0001104659-23-127327.txt
15-12G	1875257	LIV Capital Acquisition Corp. II	2023-12-19	edgar/data/1875257/0000950103-23-017638.txt
25-NSE	1143362	NYSE ARCA, INC.	2023-12-19	edgar/data/1143362/0001143362-23-000547.txt
25-NSE	1143362	NYSE ARCA, INC.	2023-12-19	edgar/data/1143362/0001143362-23-000549.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-19	edgar/data/1354457/0001354457-23-000956.txt
25-NSE	1415995	IndexIQ ETF Trust	2023-12-19	edgar/data/1415995/0001143362-23-000547.txt
25-NSE	1426439	IndexIQ Active ETF Trust	2023-12-19	edgar/data/1426439/0001143362-23-000549.txt
25-NSE	1854458	Nabors Energy Transition Corp.	2023-12-19	edgar/data/1854458/0000876661-23-001002.txt
25-NSE	1863990	Infrared Cameras Holdings, Inc.	2023-12-19	edgar/data/1863990/0001354457-23-000956.txt
25-NSE	1885461	ShoulderUP Technology Acquisition Corp.	2023-12-19	edgar/data/1885461/0000876661-23-001004.txt
25-NSE	844150	NatWest Group plc	2023-12-19	edgar/data/844150/0000876661-23-001006.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-19	edgar/data/876661/0000876661-23-001002.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-19	edgar/data/876661/0000876661-23-001004.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-19	edgar/data/876661/0000876661-23-001006.txt
15-12G	1465885	Western Asset Mortgage Capital Corp	2023-12-20	edgar/data/1465885/0001104659-23-127727.txt
15-12G	1571398	VECTA INC.	2023-12-20	edgar/data/1571398/0001493152-23-045596.txt
25-NSE	1143313	NYSE AMERICAN LLC	2023-12-20	edgar/data/1143313/0001143313-23-000184.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-20	edgar/data/1354457/0001354457-23-000959.txt
25-NSE	1740915	Farfetch Ltd	2023-12-20	edgar/data/1740915/0000876661-23-001010.txt
25-NSE	1814215	Nuburu, Inc.	2023-12-20	edgar/data/1814215/0001143313-23-000184.txt
25-NSE	1847891	Acropolis Infrastructure Acquisition Corp.	2023-12-20	edgar/data/1847891/0000876661-23-001008.txt
25-NSE	75340	P&F INDUSTRIES INC	2023-12-20	edgar/data/75340/0001354457-23-000959.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-20	edgar/data/876661/0000876661-23-001008.txt
25-NSE	876661	NEW YORK STOCK EXCHANGE LLC	2023-12-20	edgar/data/876661/0000876661-23-001010.txt
15-12G	1635136	DUO WORLD INC	2023-12-21	edgar/data/1635136/0001493152-23-045723.txt
15-12G	1841873	Khosla Ventures Acquisition Co.	2023-12-21	edgar/data/1841873/0001193125-23-300557.txt
15-15D	1809291	Volkswagen Auto Loan Enhanced Trust 2020-1	2023-12-21	edgar/data/1809291/0001104659-23-128100.txt
25	1004315	NATIONAL GRID PLC	2023-12-21	edgar/data/1004315/0001193125-23-300544.txt
25	71932	NIAGARA MOHAWK POWER CORP /NY/	2023-12-21	edgar/data/71932/0001193125-23-300544.txt
25-NSE	1143313	NYSE AMERICAN LLC	2023-12-21	edgar/data/1143313/0001143313-23-000186.txt
25-NSE	1143313	NYSE AMERICAN LLC	2023-12-21	edgar/data/1143313/0001143313-23-000188.txt
25-NSE	1259429	Oxford Square Capital Corp.	2023-12-21	edgar/data/1259429/0001354457-23-000967.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-21	edgar/data/1354457/0001354457-23-000960.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-21	edgar/data/1354457/0001354457-23-000961.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-21	edgar/data/1354457/0001354457-23-000962.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-21	edgar/data/1354457/0001354457-23-000964.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-21	edgar/data/1354457/0001354457-23-000965.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-21	edgar/data/1354457/0001354457-23-000966.txt
25-NSE	1354457	Nasdaq Stock Market LLC	2023-12-21	edgar/data/1354457/0001354457-23-000967.txt
25-NSE	1616741	PATRIOT TRANSPORTATION HOLDING, INC.	2023-12-21	edgar/data/1616741/0001354457-23-000962.txt
25-NSE	1665300	Phunware, Inc.	2023-12-21	edgar/data/1665300/0001354457-23-000965.txt
25-NSE	1817232	Global Gas Corp	2023-12-21	edgar/data/1817232/0001354457-23-000966.txt
25-NSE	1827871	Electriq Power Holdings, Inc.	2023-12-21	edgar/data/1827871/0001143313-23-000188.txt
25-NSE	1835814	Northern Star Investment Corp. IV	2023-12-21	edgar/data/1835814/0000876661-23-001016.txt
25-NSE	1835817	Northern Star Investment Corp. III	2023-12-21	edgar/data/1835817/0000876661-23-001014.txt
25-NSE	1839610	InterPrivate III Financial Partners Inc.	2023-12-21	edgar/data/1839610/0001143313-23-000186.txt
